ClassName,Changes,TotalCommits,Insertions,Deletions
AbstractLeastSquaresOptimizer,10,3072,0,319
AbstractScalarDifferentiableOptimizer,4,3052,0,187
ConjugateGradientFormula,2,3052,0,49
EstimatedParameter,2,3076,0,124
EstimationProblem,2,3076,0,65
Estimator,2,3076,0,93
GaussNewtonEstimator,2,3076,0,227
GaussNewtonOptimizer,12,3072,0,135
LevenbergMarquardtEstimator,2,3076,0,873
LevenbergMarquardtOptimizer,7,3071,0,838
NonLinearConjugateGradientOptimizer,8,3052,0,302
Preconditioner,3,3052,0,54
SimpleEstimationProblem,2,3076,0,108
WeightedMeasurement,2,3076,0,170
GoalType,2,3076,0,35
LeastSquaresConverter,8,3076,0,157
AbstractLinearOptimizer,5,3048,0,124
LinearConstraint,4,3048,0,183
LinearObjectiveFunction,4,3048,0,100
LinearOptimizer,5,3048,0,91
NoFeasibleSolutionException,2,3048,0,40
Relationship,2,3048,0,67
SimplexSolver,6,3048,0,197
SimplexTableau,10,3048,0,473
UnboundedSolutionException,2,3048,0,40
MultiDirectional,7,3741,0,123
MultiObjectiveFunction,3,3076,0,38
MultiStartDifferentiableMultivariateRealOptimizer,7,3059,0,216
MultiStartDifferentiableMultivariateVectorialOptimizer,5,3059,0,223
MultiStartMultivariateRealOptimizer,7,3059,0,203
MultiStartOptimizer,3,3074,0,189
MultiStartScalarDifferentiableOptimizer,3,3067,0,190
MultiStartScalarOptimizer,3,3067,0,189
MultiStartUnivariateRealOptimizer,7,3059,0,236
MultiStartVectorialDifferentiableOptimizer,3,3067,0,207
MultivariateRealOptimizer,5,3059,0,93
NelderMead,7,3741,0,173
ObjectiveException,2,3076,0,57
ObjectiveFunction,3,3076,0,37
ObjectiveValueChecker,2,3074,0,84
OptimizationException,4,3076,0,45
Optimizer,3,3076,0,55
PointCostPair,7,3741,0,43
PointValuePair,3,3076,0,65
RealConvergenceChecker,4,3059,0,57
RealPointValuePair,2,3059,0,89
ScalarConvergenceChecker,2,3073,0,52
ScalarDifferentiableObjectiveFunction,2,3073,0,37
ScalarDifferentiableOptimizer,4,3073,0,91
ScalarObjectiveFunction,2,3073,0,39
ScalarOptimizer,4,3073,0,91
ScalarPointValuePair,3,3073,0,87
SimpleRealPointChecker,5,3056,0,89
SimpleScalarValueChecker,5,3064,0,84
SimpleValueChecker,2,3073,0,84
SimpleVectorialPointChecker,4,3056,0,92
SimpleVectorialValueChecker,4,3073,0,92
AbstractUnivariateRealOptimizer,6,3054,0,115
BrentMinimizer,2,3076,0,203
BrentOptimizer,4,3054,0,194
UnivariateRealOptimizer,3,3059,0,96
UnivariateRealMinimizerImpl,2,3076,0,112
UnivariateRealMinimizer,2,3076,0,90
VectorialConvergenceChecker,5,3073,0,52
VectorialDifferentiableObjectiveFunction,2,3073,0,38
VectorialDifferentiableOptimizer,5,3073,0,96
VectorialObjectiveFunction,2,3073,0,40
VectorialPointValuePair,3,3073,0,96
AbstractRandomGenerator,10,3906,0,250
BitsStreamGenerator,3,2726,0,152
CorrelatedRandomVectorGenerator,15,3736,0,289
RandomDataImpl,6,4612,0,445
RandomData,4,4612,0,214
EmpiricalDistributionImpl,48,4437,0,289
EmpiricalDistribution,28,4437,0,183
GaussianRandomGenerator,6,3749,0,45
JDKRandomGenerator,7,3906,0,27
MersenneTwister,5,2725,0,263
NormalizedRandomGenerator,6,3749,0,36
NotPositiveDefiniteMatrixException,5,3749,0,39
RandomAdaptor,10,3898,0,121
RandomDataImpl,32,4437,0,592
RandomData,19,4437,0,316
RandomGenerator,9,3906,0,124
RandomVectorGenerator,9,3749,0,34
UncorrelatedRandomVectorGenerator,10,3749,0,86
UniformRandomGenerator,7,3749,0,50
ValueServer,29,4437,0,379
RealMatrixImpl,5,4627,0,377
RealMatrix,5,4627,0,226
RootFinding,4,4589,0,137
SecantSolver,2,4534,0,121
Beta,29,4437,0,243
Erf,7,4236,0,58
Gamma,36,4437,0,212
AbstractDescriptiveStatistics,6,4434,0,120
AbstractStorelessDescriptiveStatistics,3,4434,0,335
AbstractStoreUnivariate,16,4437,0,121
AbstractUnivariate,9,4437,0,335
Applyable,7,4437,0,75
BeanListUnivariateImpl,12,4437,0,131
BivariateRegression,17,4437,0,546
Clusterable,5,2947,0,47
Cluster,3,2947,0,74
EuclideanIntegerPoint,5,2947,0,98
KMeansPlusPlusClusterer,3,2947,0,161
Covariance,8,3098,0,205
PearsonsCorrelation,5,3087,0,270
SpearmansCorrelation,4,2904,0,170
AbstractStorelessUnivariateStatistic,13,3997,0,168
AbstractUnivariateStatistic,10,3997,0,100
AggregateSummaryStatistics,12,2960,0,245
DescriptiveStatisticsImpl,9,3997,0,145
DescriptiveStatistics,23,3997,0,298
FirstMoment,11,3997,0,119
FourthMoment,10,3997,0,105
GeometricMean,15,3997,0,114
Kurtosis,13,3997,0,177
Mean,12,3997,0,137
SecondMoment,9,3997,0,86
Skewness,12,3997,0,174
StandardDeviation,11,3997,0,182
ThirdMoment,10,3997,0,100
Variance,18,3997,0,247
VectorialCovariance,10,3749,0,105
VectorialMean,7,3749,0,79
MultivariateSummaryStatistics,11,3471,0,592
Max,13,3997,0,122
Median,7,3997,0,44
Min,11,3997,0,122
Percentile,12,3997,0,240
StatisticalMultivariateSummary,5,3471,0,81
StatisticalMultivariateSummaryValues,3,3471,0,215
StatisticalSummary,4,3997,0,62
StatisticalSummaryValues,6,3997,0,159
DescriptiveStatisticsImpl,5,4434,0,158
DescriptiveStatistics,7,4434,0,285
StorelessUnivariateStatistic,7,3997,0,77
Product,10,3997,0,115
SummaryStatisticsImpl,7,3997,0,233
SummaryStatistics,19,3997,0,193
Sum,10,3997,0,115
SumOfLogs,10,3997,0,125
SumOfSquares,10,3997,0,115
SynchronizedDescriptiveStatistics,9,3610,0,129
SynchronizedMultivariateSummaryStatistics,8,3471,0,269
SynchronizedSummaryStatistics,7,3572,0,149
UnivariateStatistic,8,3997,0,48
Frequency,51,4437,0,179
ChiSquareTestImpl,24,4244,0,318
ChiSquareTest,10,4244,0,214
OneWayAnovaImpl,6,3512,0,208
OneWayAnova,3,3512,0,102
TestFactoryImpl,6,3888,0,51
TestFactory,6,3888,0,63
TestStatisticImpl,6,4283,0,372
TestStatistic,5,4283,0,501
TestUtils,10,3888,0,277
TTestImpl,23,4243,0,315
TTest,14,4243,0,408
UnknownDistributionChiSquareTest,6,3636,0,143
ListUnivariateImpl,12,4437,0,219
BivariateRegression,6,4279,0,519
SimpleRegression,2,4016,0,530
NaNStrategy,3,2927,0,49
NaturalRanking,4,2927,0,458
RankingAlgorithm,3,2927,0,41
TiesStrategy,3,2927,0,55
AbstractMultipleLinearRegression,12,3392,0,96
GLSMultipleLinearRegression,18,3392,0,98
