ClassName,Changes,TotalCommits
UsageMatchersTest,2,1374
UsageStrictMockTest,2,1374
UsageTest,2,1374
UsingMatchersTest,2,1373
UsingVarargsTest,2,1374
Util,2,1374
VerificationUsingMatchersTest,3,1373
ExperimentalMockitoJUnitRunnerPM,2,578
ExperimentalMockitoJUnitRunnerPMTest,2,578
ExperimentalMockitoJUnitRunnerTest,4,601
VerboseMockitoJUnitRunnerTest,2,567
VerboseMockitoJUnitRunnerTest,2,570
ArgumentCaptorTest,2,277
Argument,2,455
ArgumentMatcherTest,3,1005
DefaultReturnValuesTest,6,964
ConfigurationTest,7,919
MockitoConfiguration,6,567
MockitoConfigurationTest,3,950
DecamelizerTest,5,1003
CommonStackTraceRemoverTest,5,1031
ConditionalStackTraceFilterTest,3,479
HasStackTraceStub,3,1031
MockitoAssertionErrorTest,6,1184
MockitoExceptionTest,5,1184
StackTraceBuilder,1,1184
StackTraceFilterTest,14,1031
StackTraceRemoverTest,8,1184
TraceBuilder,4,1012
ExceptionsTest,7,1244
MockitoAssertionErrorTest,5,1298
MockitoErrorTest,5,1298
MockitoExceptionTest,2,1241
MockitoStackTraceMergerTest,2,1253
MockitoAssertionErrorTest,6,1241
MockitoExceptionTest,6,1240
StackTraceBuilder,5,1241
StackTraceRemoverTest,8,1241
PluralizerTest,2,396
ReporterTest,7,1205
StackTraceBuilder,2,1253
StackTraceRemoverTest,3,1251
AllInvocationsFinderTest,8,1161
CglibTest,7,1368
ClassProxyFactoryTest,3,1368
ConfigurationAccess,2,499
DefaultReturnValuesTest,3,919
ReadingConfigurationFromClasspathTest,4,327
CGLIBHackerTest,3,316
MethodProxyBuilder,6,316
CglibTest,7,1227
ClassImposterizerTest,9,733
MethodInterceptorFilterTest,10,253
MockFactoryTest,10,1227
MockitoMethodProxyTest,2,223
MockSettingsImplTest,8,404
SerializableMockitoMethodProxyTest,2,208
LocationTest,2,327
LoggingListenerTest,3,89
WarningsFinderTest,4,90
WarningsPrinterImplTest,9,289
WarningsPrinterTest,9,605
EmptyReturnValuesTest,3,1234
ConditionalStackTraceFilterTest,1,364
StackTraceFilterTest,3,364
ExpectedInvocationTest,12,1368
VerboseMockitoJUnitRunnerTest,6,565
InOrderImplTest,2,35
InvalidStateDetectionTest,1,324
ActualInvocationsFinderTest,5,1161
ArgumentsComparatorTest,2,237
InvocationBuilder,11,1311
ChunkerTest,3,1161
InvocationChunkTest,5,1311
ExposedInvocation,3,316
InvocationBuilder,14,1227
InvocationChunkTest,2,1227
InvocationMarkerTest,6,282
InvocationMatcherTest,24,1227
InvocationsAnalyzerTest,11,1177
InvocationsCalculatorTest,9,1223
InvocationsChunkerTest,9,1224
InvocationsFinderTest,26,1149
InvocationsMarkerTest,10,1224
InvocationsPrinterTest,12,1219
InvocationTest,29,1227
InvocationMatcherTest,3,1235
MockitoMethodTest,3,223
PrintSettingsTest,3,356
FilteredCGLIBProxyRealMethodTest,2,327
SerializableMethodTest,3,195
SerializableMockitoMethodTest,5,208
EqualsBuilderTest,4,1077
CapturingMatcherTest,2,282
ComparableMatchersTest,1,327
EqualityTest,2,184
EqualsTest,20,1368
LocalizedMatcherTest,5,340
MatchersPrinterTest,7,358
MatchersToStringTest,2,327
MockControlTest,15,1354
MockFactoryTest,8,1358
MockHandlerTest,18,1179
MockitoBehaviorTest,14,1320
MockitoControlTest,4,1360
MockitoCoreTest,2,123
MockitoStateImplTest,2,1233
MockitoStateTest,10,1360
NumberOfInvocationsVerifierTest,2,1228
AtLeastTest,2,261
HandyReturnValuesTest,4,277
MockingProgressImplTest,16,1225
